4  !number of header lines including this one
The data for W, Nr, Kab, Kw, Kdm and H2O_abko were taken from "dataSpec_P4.m"
The data for Ks and H2O_refr have been interpolated from "OPTCOEFF.DAT"
W	Nr	Kdm	Kab	Kw	Ks	H2O_refr	H2O_abko	
2001  !number of spectral bands
0.772	1.473100	2.300E+00	5.330E-05	2.750E-02	0.058430	1.331042	2.750E-02	
0.773	1.472890	2.300E+00	4.970E-05	2.740E-02	0.057755	1.331033	2.740E-02	
0.774	1.472690	2.300E+00	4.630E-05	2.730E-02	0.057080	1.331024	2.730E-02	
0.775	1.472500	2.300E+00	4.300E-05	2.720E-02	0.056405	1.331015	2.720E-02	
0.776	1.472300	2.300E+00	3.970E-05	2.710E-02	0.055730	1.331006	2.710E-02	
0.777	1.472100	2.300E+00	3.660E-05	2.700E-02	0.055055	1.330997	2.700E-02	
0.778	1.471920	2.300E+00	3.370E-05	2.690E-02	0.054380	1.330988	2.690E-02	
0.779	1.471750	2.300E+00	3.080E-05	2.680E-02	0.053705	1.330979	2.680E-02	
0.780	1.471580	2.300E+00	2.800E-05	2.660E-02	0.053030	1.330970	2.660E-02	
0.781	1.471400	2.300E+00	2.540E-05	2.640E-02	0.052436	1.330976	2.640E-02	
0.782	1.471230	2.300E+00	2.290E-05	2.630E-02	0.051842	1.330982	2.630E-02	
0.783	1.471070	2.300E+00	2.050E-05	2.620E-02	0.051248	1.330988	2.620E-02	
0.784	1.470920	2.300E+00	1.820E-05	2.610E-02	0.050654	1.330994	2.610E-02	
0.785	1.470750	2.300E+00	1.610E-05	2.590E-02	0.050060	1.331000	2.590E-02	
0.786	1.470560	2.300E+00	1.400E-05	2.560E-02	0.049466	1.331006	2.560E-02	
0.787	1.470380	2.300E+00	1.220E-05	2.520E-02	0.048872	1.331012	2.520E-02	
0.788	1.470210	2.300E+00	1.040E-05	2.510E-02	0.048278	1.331018	2.510E-02	
0.789	1.470030	2.300E+00	8.770E-06	2.500E-02	0.047684	1.331024	2.500E-02	
0.790	1.469860	2.300E+00	7.270E-06	2.470E-02	0.047090	1.331030	2.470E-02	
0.791	1.469700	2.300E+00	5.910E-06	2.450E-02	0.046564	1.331024	2.450E-02	
0.792	1.469530	2.300E+00	4.690E-06	2.410E-02	0.046038	1.331018	2.410E-02	
0.793	1.469340	2.300E+00	3.600E-06	2.390E-02	0.045512	1.331012	2.390E-02	
0.794	1.469150	2.300E+00	2.660E-06	2.370E-02	0.044986	1.331006	2.370E-02	
0.795	1.468960	2.300E+00	1.850E-06	2.360E-02	0.044460	1.331000	2.360E-02	
0.796	1.468770	2.300E+00	1.190E-06	2.340E-02	0.043934	1.330994	2.340E-02	
0.797	1.468580	2.300E+00	6.710E-07	2.320E-02	0.043408	1.330988	2.320E-02	
0.798	1.468400	2.300E+00	2.990E-07	2.300E-02	0.042882	1.330982	2.300E-02	
0.799	1.468240	2.300E+00	7.500E-08	2.280E-02	0.042356	1.330976	2.280E-02	
0.800	1.468080	2.300E+00	0.000E+00	2.250E-02	0.041830	1.330970	2.250E-02	
0.801	1.467920	2.300E+00	0.000E+00	2.240E-02	0.041356	1.330969	2.240E-02	
0.802	1.467750	2.300E+00	0.000E+00	2.240E-02	0.040882	1.330968	2.240E-02	
0.803	1.467570	2.300E+00	0.000E+00	2.220E-02	0.040408	1.330967	2.220E-02	
0.804	1.467380	2.300E+00	0.000E+00	2.200E-02	0.039934	1.330966	2.200E-02	
0.805	1.467200	2.300E+00	0.000E+00	2.200E-02	0.039460	1.330965	2.200E-02	
0.806	1.467010	2.300E+00	0.000E+00	2.200E-02	0.038986	1.330964	2.200E-02	
0.807	1.466840	2.300E+00	0.000E+00	2.200E-02	0.038512	1.330963	2.200E-02	
0.808	1.466670	2.300E+00	0.000E+00	2.180E-02	0.038038	1.330962	2.180E-02	
0.809	1.466520	2.300E+00	0.000E+00	2.190E-02	0.037564	1.330961	2.190E-02	
0.810	1.466370	2.300E+00	0.000E+00	2.190E-02	0.037090	1.330960	2.190E-02	
0.811	1.466220	2.300E+00	0.000E+00	2.190E-02	0.036674	1.330879	2.190E-02	
0.812	1.466060	2.300E+00	0.000E+00	2.200E-02	0.036258	1.330798	2.200E-02	
0.813	1.465890	2.300E+00	0.000E+00	2.210E-02	0.035842	1.330717	2.210E-02	
0.814	1.465730	2.300E+00	0.000E+00	2.220E-02	0.035426	1.330636	2.220E-02	
0.815	1.465570	2.300E+00	0.000E+00	2.230E-02	0.035010	1.330555	2.230E-02	
0.816	1.465390	2.300E+00	0.000E+00	2.250E-02	0.034594	1.330474	2.250E-02	
0.817	1.465230	2.300E+00	0.000E+00	2.280E-02	0.034178	1.330393	2.280E-02	
0.818	1.465080	2.300E+00	0.000E+00	2.300E-02	0.033762	1.330312	2.300E-02	
0.819	1.464930	2.300E+00	0.000E+00	2.310E-02	0.033346	1.330231	2.310E-02	
0.820	1.464790	2.300E+00	0.000E+00	2.330E-02	0.032930	1.330150	2.330E-02	
0.821	1.464640	2.300E+00	0.000E+00	2.390E-02	0.032561	1.330125	2.390E-02	
0.822	1.464470	2.300E+00	0.000E+00	2.450E-02	0.032192	1.330100	2.450E-02	
0.823	1.464310	2.300E+00	0.000E+00	2.480E-02	0.031823	1.330075	2.480E-02	
0.824	1.464140	2.300E+00	0.000E+00	2.520E-02	0.031454	1.330050	2.520E-02	
0.825	1.463960	2.300E+00	0.000E+00	2.620E-02	0.031085	1.330025	2.620E-02	
0.826	1.463790	2.300E+00	0.000E+00	2.770E-02	0.030716	1.330000	2.770E-02	
0.827	1.463630	2.300E+00	0.000E+00	2.830E-02	0.030347	1.329975	2.830E-02	
0.828	1.463470	2.300E+00	0.000E+00	2.910E-02	0.029978	1.329950	2.910E-02	
0.829	1.463300	2.300E+00	0.000E+00	3.110E-02	0.029609	1.329925	3.110E-02	
0.830	1.463150	2.300E+00	0.000E+00	3.210E-02	0.029240	1.329900	3.210E-02	
0.831	1.462990	2.300E+00	0.000E+00	3.300E-02	0.028910	1.329915	3.300E-02	
0.832	1.462840	2.300E+00	0.000E+00	3.460E-02	0.028580	1.329930	3.460E-02	
0.833	1.462700	2.300E+00	0.000E+00	3.610E-02	0.028250	1.329945	3.610E-02	
0.834	1.462580	2.300E+00	0.000E+00	3.660E-02	0.027920	1.329960	3.660E-02	
0.835	1.462470	2.300E+00	0.000E+00	3.700E-02	0.027590	1.329975	3.700E-02	
0.836	1.462350	2.300E+00	0.000E+00	3.790E-02	0.027260	1.329990	3.790E-02	
0.837	1.462200	2.300E+00	0.000E+00	3.830E-02	0.026930	1.330005	3.830E-02	
0.838	1.462050	2.300E+00	0.000E+00	3.850E-02	0.026600	1.330020	3.850E-02	
0.839	1.461890	2.300E+00	0.000E+00	3.910E-02	0.026270	1.330035	3.910E-02	
0.840	1.461740	2.300E+00	0.000E+00	3.950E-02	0.025940	1.330050	3.950E-02	
0.841	1.461610	2.300E+00	0.000E+00	3.970E-02	0.025642	1.330043	3.970E-02	
0.842	1.461460	2.300E+00	0.000E+00	4.000E-02	0.025344	1.330036	4.000E-02	
0.843	1.461310	2.300E+00	0.000E+00	4.040E-02	0.025046	1.330029	4.040E-02	
0.844	1.461150	2.300E+00	0.000E+00	4.060E-02	0.024748	1.330022	4.060E-02	
0.845	1.461000	2.300E+00	0.000E+00	4.070E-02	0.024450	1.330015	4.070E-02	
0.846	1.460850	2.300E+00	0.000E+00	4.110E-02	0.024152	1.330008	4.110E-02	
0.847	1.460700	2.300E+00	0.000E+00	4.130E-02	0.023854	1.330001	4.130E-02	
0.848	1.460550	2.300E+00	0.000E+00	4.150E-02	0.023556	1.329994	4.150E-02	
0.849	1.460410	2.300E+00	0.000E+00	4.200E-02	0.023258	1.329987	4.200E-02	
0.850	1.460270	2.300E+00	0.000E+00	4.200E-02	0.022960	1.329980	4.200E-02	
0.851	1.460140	2.300E+00	0.000E+00	4.220E-02	0.022698	1.329981	4.220E-02	
0.852	1.460020	2.300E+00	0.000E+00	4.250E-02	0.022436	1.329982	4.250E-02	
0.853	1.459880	2.300E+00	0.000E+00	4.270E-02	0.022174	1.329983	4.270E-02	
0.854	1.459750	2.300E+00	0.000E+00	4.280E-02	0.021912	1.329984	4.280E-02	
0.855	1.459610	2.300E+00	0.000E+00	4.310E-02	0.021650	1.329985	4.310E-02	
0.856	1.459490	2.300E+00	0.000E+00	4.360E-02	0.021388	1.329986	4.360E-02	
0.857	1.459380	2.300E+00	0.000E+00	4.370E-02	0.021126	1.329987	4.370E-02	
0.858	1.459260	2.300E+00	0.000E+00	4.380E-02	0.020864	1.329988	4.380E-02	
0.859	1.459110	2.300E+00	0.000E+00	4.430E-02	0.020602	1.329989	4.430E-02	
0.860	1.458940	2.300E+00	0.000E+00	4.450E-02	0.020340	1.329990	4.450E-02	
0.861	1.458760	2.300E+00	0.000E+00	4.470E-02	0.020113	1.329998	4.470E-02	
0.862	1.458580	2.300E+00	0.000E+00	4.500E-02	0.019886	1.330006	4.500E-02	
0.863	1.458440	2.300E+00	0.000E+00	4.530E-02	0.019659	1.330014	4.530E-02	
0.864	1.458330	2.300E+00	0.000E+00	4.550E-02	0.019432	1.330022	4.550E-02	
0.865	1.458240	2.300E+00	0.000E+00	4.610E-02	0.019205	1.330030	4.610E-02	
0.866	1.458170	2.300E+00	0.000E+00	4.660E-02	0.018978	1.330038	4.660E-02	
0.867	1.458100	2.300E+00	0.000E+00	4.690E-02	0.018751	1.330046	4.690E-02	
0.868	1.458020	2.300E+00	0.000E+00	4.710E-02	0.018524	1.330054	4.710E-02	
0.869	1.457910	2.300E+00	0.000E+00	4.710E-02	0.018297	1.330062	4.710E-02	
0.870	1.457760	2.300E+00	0.000E+00	4.750E-02	0.018070	1.330070	4.750E-02	
0.871	1.457590	2.300E+00	0.000E+00	4.830E-02	0.017870	1.330043	4.830E-02	
0.872	1.457420	2.300E+00	0.000E+00	4.870E-02	0.017670	1.330016	4.870E-02	
0.873	1.457260	2.300E+00	0.000E+00	4.890E-02	0.017470	1.329989	4.890E-02	
0.874	1.457090	2.300E+00	0.000E+00	4.960E-02	0.017270	1.329962	4.960E-02	
0.875	1.456940	2.300E+00	0.000E+00	5.010E-02	0.017070	1.329935	5.010E-02	
0.876	1.456790	2.300E+00	0.000E+00	5.050E-02	0.016870	1.329908	5.050E-02	
0.877	1.456640	2.300E+00	0.000E+00	5.120E-02	0.016670	1.329881	5.120E-02	
0.878	1.456490	2.300E+00	0.000E+00	5.150E-02	0.016470	1.329854	5.150E-02	
0.879	1.456340	2.300E+00	0.000E+00	5.200E-02	0.016270	1.329827	5.200E-02	
0.880	1.456200	2.300E+00	0.000E+00	5.300E-02	0.016070	1.329800	5.300E-02	
0.881	1.456070	2.300E+00	0.000E+00	5.350E-02	0.015896	1.329740	5.350E-02	
0.882	1.455930	2.300E+00	0.000E+00	5.390E-02	0.015722	1.329680	5.390E-02	
0.883	1.455780	2.300E+00	0.000E+00	5.460E-02	0.015548	1.329620	5.460E-02	
0.884	1.455620	2.300E+00	0.000E+00	5.530E-02	0.015374	1.329560	5.530E-02	
0.885	1.455460	2.300E+00	0.000E+00	5.570E-02	0.015200	1.329500	5.570E-02	
0.886	1.455290	2.300E+00	0.000E+00	5.600E-02	0.015026	1.329440	5.600E-02	
0.887	1.455130	2.300E+00	0.000E+00	5.650E-02	0.014852	1.329380	5.650E-02	
0.888	1.454980	2.300E+00	0.000E+00	5.750E-02	0.014678	1.329320	5.750E-02	
0.889	1.454840	2.300E+00	0.000E+00	5.790E-02	0.014504	1.329260	5.790E-02	
0.890	1.454700	2.300E+00	0.000E+00	5.830E-02	0.014330	1.329200	5.830E-02	
0.891	1.454550	2.300E+00	0.000E+00	5.920E-02	0.014187	1.329172	5.920E-02	
0.892	1.454400	2.300E+00	0.000E+00	5.980E-02	0.014044	1.329144	5.980E-02	
0.893	1.454250	2.300E+00	0.000E+00	6.010E-02	0.013901	1.329116	6.010E-02	
0.894	1.454090	2.300E+00	0.000E+00	6.040E-02	0.013758	1.329088	6.040E-02	
0.895	1.453930	2.300E+00	0.000E+00	6.090E-02	0.013615	1.329060	6.090E-02	
0.896	1.453780	2.300E+00	0.000E+00	6.190E-02	0.013472	1.329032	6.190E-02	
0.897	1.453640	2.300E+00	0.000E+00	6.230E-02	0.013329	1.329004	6.230E-02	
0.898	1.453500	2.300E+00	0.000E+00	6.270E-02	0.013186	1.328976	6.270E-02	
0.899	1.453360	2.300E+00	0.000E+00	6.360E-02	0.013043	1.328948	6.360E-02	
0.900	1.453220	2.300E+00	0.000E+00	6.410E-02	0.012900	1.328920	6.410E-02	
0.901	1.453090	2.300E+00	0.000E+00	6.460E-02	0.012781	1.328928	6.460E-02	
0.902	1.452950	2.300E+00	0.000E+00	6.560E-02	0.012662	1.328936	6.560E-02	
0.903	1.452810	2.300E+00	0.000E+00	6.640E-02	0.012543	1.328944	6.640E-02	
0.904	1.452670	2.300E+00	0.000E+00	6.670E-02	0.012424	1.328952	6.670E-02	
0.905	1.452530	2.300E+00	0.000E+00	6.700E-02	0.012305	1.328960	6.700E-02	
0.906	1.452390	2.300E+00	0.000E+00	6.770E-02	0.012186	1.328968	6.770E-02	
0.907	1.452240	2.300E+00	0.000E+00	6.900E-02	0.012067	1.328976	6.900E-02	
0.908	1.452080	2.300E+00	0.000E+00	6.990E-02	0.011948	1.328984	6.990E-02	
0.909	1.451930	2.300E+00	0.000E+00	7.040E-02	0.011829	1.328992	7.040E-02	
0.910	1.451780	2.300E+00	0.000E+00	7.080E-02	0.011710	1.329000	7.080E-02	
0.911	1.451630	2.300E+00	0.000E+00	7.190E-02	0.011600	1.329003	7.190E-02	
0.912	1.451490	2.300E+00	0.000E+00	7.360E-02	0.011490	1.329006	7.360E-02	
0.913	1.451360	2.300E+00	0.000E+00	7.490E-02	0.011380	1.329009	7.490E-02	
0.914	1.451230	2.300E+00	0.000E+00	7.560E-02	0.011270	1.329012	7.560E-02	
0.915	1.451100	2.300E+00	0.000E+00	7.630E-02	0.011160	1.329015	7.630E-02	
0.916	1.450950	2.300E+00	0.000E+00	7.790E-02	0.011050	1.329018	7.790E-02	
0.917	1.450800	2.300E+00	0.000E+00	8.090E-02	0.010940	1.329021	8.090E-02	
0.918	1.450650	2.300E+00	0.000E+00	8.290E-02	0.010830	1.329024	8.290E-02	
0.919	1.450490	2.300E+00	0.000E+00	8.410E-02	0.010720	1.329027	8.410E-02	
0.920	1.450330	2.300E+00	0.000E+00	8.530E-02	0.010610	1.329030	8.530E-02	
0.921	1.450190	2.300E+00	0.000E+00	8.800E-02	0.010490	1.329026	8.800E-02	
0.922	1.450040	2.300E+00	0.000E+00	9.270E-02	0.010370	1.329022	9.270E-02	
0.923	1.449860	2.300E+00	0.000E+00	9.580E-02	0.010250	1.329018	9.580E-02	
0.924	1.449680	2.300E+00	0.000E+00	9.820E-02	0.010130	1.329014	9.820E-02	
0.925	1.449520	2.300E+00	0.000E+00	1.010E-01	0.010010	1.329010	1.010E-01	
0.926	1.449370	2.300E+00	0.000E+00	1.040E-01	0.009890	1.329006	1.040E-01	
0.927	1.449220	2.300E+00	0.000E+00	1.070E-01	0.009770	1.329002	1.070E-01	
0.928	1.449080	2.300E+00	0.000E+00	1.110E-01	0.009650	1.328998	1.110E-01	
0.929	1.448930	2.300E+00	0.000E+00	1.190E-01	0.009530	1.328994	1.190E-01	
0.930	1.448800	2.300E+00	0.000E+00	1.250E-01	0.009410	1.328990	1.250E-01	
0.931	1.448680	2.300E+00	0.000E+00	1.280E-01	0.009300	1.328989	1.280E-01	
0.932	1.448510	2.300E+00	0.000E+00	1.330E-01	0.009190	1.328988	1.330E-01	
0.933	1.448300	2.300E+00	0.000E+00	1.370E-01	0.009080	1.328987	1.370E-01	
0.934	1.448100	2.300E+00	0.000E+00	1.410E-01	0.008970	1.328986	1.410E-01	
0.935	1.447940	2.300E+00	0.000E+00	1.470E-01	0.008860	1.328985	1.470E-01	
0.936	1.447790	2.300E+00	0.000E+00	1.560E-01	0.008750	1.328984	1.560E-01	
0.937	1.447680	2.300E+00	0.000E+00	1.640E-01	0.008640	1.328983	1.640E-01	
0.938	1.447590	2.300E+00	0.000E+00	1.690E-01	0.008530	1.328982	1.690E-01	
0.939	1.447430	2.300E+00	0.000E+00	1.730E-01	0.008420	1.328981	1.730E-01	
0.940	1.447200	2.300E+00	0.000E+00	1.820E-01	0.008310	1.328980	1.820E-01	
0.941	1.446910	2.300E+00	0.000E+00	1.960E-01	0.008218	1.328911	1.960E-01	
0.942	1.446670	2.300E+00	0.000E+00	2.050E-01	0.008126	1.328842	2.050E-01	
0.943	1.446510	2.300E+00	0.000E+00	2.110E-01	0.008034	1.328773	2.110E-01	
0.944	1.446370	2.300E+00	0.000E+00	2.190E-01	0.007942	1.328704	2.190E-01	
0.945	1.446200	2.300E+00	0.000E+00	2.290E-01	0.007850	1.328635	2.290E-01	
0.946	1.446080	2.300E+00	0.000E+00	2.390E-01	0.007758	1.328566	2.390E-01	
0.947	1.446090	2.300E+00	0.000E+00	2.470E-01	0.007666	1.328497	2.470E-01	
0.948	1.446130	2.300E+00	0.000E+00	2.540E-01	0.007574	1.328428	2.540E-01	
0.949	1.446010	2.300E+00	0.000E+00	2.700E-01	0.007482	1.328359	2.700E-01	
0.950	1.445740	2.300E+00	0.000E+00	2.980E-01	0.007390	1.328290	2.980E-01	
0.951	1.445500	2.300E+00	0.000E+00	3.150E-01	0.007297	1.328257	3.150E-01	
0.952	1.445310	2.300E+00	0.000E+00	3.270E-01	0.007204	1.328224	3.270E-01	
0.953	1.445160	2.300E+00	0.000E+00	3.440E-01	0.007111	1.328191	3.440E-01	
0.954	1.445030	2.300E+00	0.000E+00	3.620E-01	0.007018	1.328158	3.620E-01	
0.955	1.444940	2.300E+00	0.000E+00	3.790E-01	0.006925	1.328125	3.790E-01	
0.956	1.444840	2.300E+00	0.000E+00	3.930E-01	0.006832	1.328092	3.930E-01	
0.957	1.444690	2.300E+00	0.000E+00	4.070E-01	0.006739	1.328059	4.070E-01	
0.958	1.444550	2.300E+00	0.000E+00	4.180E-01	0.006646	1.328026	4.180E-01	
0.959	1.444550	2.300E+00	0.000E+00	4.270E-01	0.006553	1.327993	4.270E-01	
0.960	1.444500	2.300E+00	0.000E+00	4.390E-01	0.006460	1.327960	4.390E-01	
0.961	1.444250	2.300E+00	0.000E+00	4.540E-01	0.006367	1.327966	4.540E-01	
0.962	1.444000	2.300E+00	0.000E+00	4.610E-01	0.006274	1.327972	4.610E-01	
0.963	1.443840	2.300E+00	0.000E+00	4.630E-01	0.006181	1.327978	4.630E-01	
0.964	1.443710	2.300E+00	0.000E+00	4.660E-01	0.006088	1.327984	4.660E-01	
0.965	1.443620	2.300E+00	0.000E+00	4.700E-01	0.005995	1.327990	4.700E-01	
0.966	1.443570	2.300E+00	0.000E+00	4.730E-01	0.005902	1.327996	4.730E-01	
0.967	1.443490	2.300E+00	0.000E+00	4.760E-01	0.005809	1.328002	4.760E-01	
0.968	1.443440	2.300E+00	0.000E+00	4.770E-01	0.005716	1.328008	4.770E-01	
0.969	1.443460	2.300E+00	0.000E+00	4.790E-01	0.005623	1.328014	4.790E-01	
0.970	1.443450	2.300E+00	0.000E+00	4.800E-01	0.005530	1.328020	4.800E-01	
0.971	1.443380	2.300E+00	0.000E+00	4.810E-01	0.005437	1.328018	4.810E-01	
0.972	1.443240	2.300E+00	0.000E+00	4.830E-01	0.005344	1.328016	4.830E-01	
0.973	1.443040	2.300E+00	0.000E+00	4.840E-01	0.005251	1.328014	4.840E-01	
0.974	1.442830	2.300E+00	0.000E+00	4.860E-01	0.005158	1.328012	4.860E-01	
0.975	1.442720	2.300E+00	0.000E+00	4.870E-01	0.005065	1.328010	4.870E-01	
0.976	1.442640	2.300E+00	0.000E+00	4.870E-01	0.004972	1.328008	4.870E-01	
0.977	1.442500	2.300E+00	0.000E+00	4.860E-01	0.004879	1.328006	4.860E-01	
0.978	1.442330	2.300E+00	0.000E+00	4.860E-01	0.004786	1.328004	4.860E-01	
0.979	1.442160	2.300E+00	0.000E+00	4.840E-01	0.004693	1.328002	4.840E-01	
0.980	1.441990	2.300E+00	0.000E+00	4.820E-01	0.004600	1.328000	4.820E-01	
0.981	1.441810	2.300E+00	0.000E+00	4.800E-01	0.004507	1.328000	4.800E-01	
0.982	1.441660	2.300E+00	0.000E+00	4.790E-01	0.004414	1.328000	4.790E-01	
0.983	1.441540	2.300E+00	0.000E+00	4.760E-01	0.004321	1.328000	4.760E-01	
0.984	1.441470	2.300E+00	0.000E+00	4.740E-01	0.004228	1.328000	4.740E-01	
0.985	1.441430	2.300E+00	0.000E+00	4.710E-01	0.004135	1.328000	4.710E-01	
0.986	1.441460	2.300E+00	0.000E+00	4.680E-01	0.004042	1.328000	4.680E-01	
0.987	1.441530	2.300E+00	0.000E+00	4.640E-01	0.003949	1.328000	4.640E-01	
0.988	1.441580	2.300E+00	0.000E+00	4.600E-01	0.003856	1.328000	4.600E-01	
0.989	1.441570	2.300E+00	0.000E+00	4.570E-01	0.003763	1.328000	4.570E-01	
0.990	1.441500	2.300E+00	0.000E+00	4.530E-01	0.003670	1.328000	4.530E-01	
0.991	1.441430	2.300E+00	0.000E+00	4.480E-01	0.003578	1.328000	4.480E-01	
0.992	1.441310	2.300E+00	0.000E+00	4.430E-01	0.003486	1.328000	4.430E-01	
0.993	1.441150	2.300E+00	0.000E+00	4.400E-01	0.003394	1.328000	4.400E-01	
0.994	1.440950	2.300E+00	0.000E+00	4.360E-01	0.003302	1.328000	4.360E-01	
0.995	1.440740	2.300E+00	0.000E+00	4.320E-01	0.003210	1.328000	4.320E-01	
0.996	1.440520	2.300E+00	0.000E+00	4.260E-01	0.003118	1.328000	4.260E-01	
0.997	1.440310	2.300E+00	0.000E+00	4.220E-01	0.003026	1.328000	4.220E-01	
0.998	1.440120	2.300E+00	0.000E+00	4.170E-01	0.002934	1.328000	4.170E-01	
0.999	1.440020	2.300E+00	0.000E+00	4.120E-01	0.002842	1.328000	4.120E-01	
1.000	1.439930	2.300E+00	0.000E+00	4.070E-01	0.002750	1.328000	4.070E-01	
1.001	1.439740	2.300E+00	0.000E+00	4.020E-01	0.002665	1.328000	4.020E-01	
1.002	1.439540	2.300E+00	0.000E+00	3.960E-01	0.002580	1.328000	3.960E-01	
1.003	1.439400	2.300E+00	0.000E+00	3.910E-01	0.002495	1.328000	3.910E-01	
1.004	1.439300	2.300E+00	0.000E+00	3.870E-01	0.002410	1.328000	3.870E-01	
1.005	1.439240	2.300E+00	0.000E+00	3.820E-01	0.002325	1.328000	3.820E-01	
1.006	1.439180	2.300E+00	0.000E+00	3.760E-01	0.002240	1.328000	3.760E-01	
1.007	1.439160	2.300E+00	0.000E+00	3.700E-01	0.002155	1.328000	3.700E-01	
1.008	1.439110	2.300E+00	0.000E+00	3.640E-01	0.002070	1.328000	3.640E-01	
1.009	1.439010	2.300E+00	0.000E+00	3.580E-01	0.001985	1.328000	3.580E-01	
1.010	1.438880	2.300E+00	0.000E+00	3.520E-01	0.001900	1.328000	3.520E-01	
1.011	1.438720	2.300E+00	0.000E+00	3.460E-01	0.001840	1.328000	3.460E-01	
1.012	1.438590	2.300E+00	0.000E+00	3.400E-01	0.001780	1.328000	3.400E-01	
1.013	1.438490	2.300E+00	0.000E+00	3.350E-01	0.001720	1.328000	3.350E-01	
1.014	1.438420	2.300E+00	0.000E+00	3.300E-01	0.001660	1.328000	3.300E-01	
1.015	1.438370	2.300E+00	0.000E+00	3.240E-01	0.001600	1.328000	3.240E-01	
1.016	1.438310	2.300E+00	0.000E+00	3.190E-01	0.001540	1.328000	3.190E-01	
1.017	1.438150	2.300E+00	0.000E+00	3.140E-01	0.001480	1.328000	3.140E-01	
1.018	1.437960	2.300E+00	0.000E+00	3.090E-01	0.001420	1.328000	3.090E-01	
1.019	1.437770	2.300E+00	0.000E+00	3.020E-01	0.001360	1.328000	3.020E-01	
1.020	1.437570	2.300E+00	0.000E+00	2.960E-01	0.001300	1.328000	2.960E-01	
1.021	1.437370	2.300E+00	0.000E+00	2.900E-01	0.001259	1.328000	2.900E-01	
1.022	1.437200	2.300E+00	0.000E+00	2.840E-01	0.001218	1.328000	2.840E-01	
1.023	1.437090	2.300E+00	0.000E+00	2.780E-01	0.001177	1.328000	2.780E-01	
1.024	1.437010	2.300E+00	0.000E+00	2.720E-01	0.001136	1.328000	2.720E-01	
1.025	1.436930	2.300E+00	0.000E+00	2.670E-01	0.001095	1.328000	2.670E-01	
1.026	1.436820	2.300E+00	0.000E+00	2.620E-01	0.001054	1.328000	2.620E-01	
1.027	1.436680	2.300E+00	0.000E+00	2.570E-01	0.001013	1.328000	2.570E-01	
1.028	1.436550	2.300E+00	0.000E+00	2.510E-01	0.000972	1.328000	2.510E-01	
1.029	1.436480	2.300E+00	0.000E+00	2.440E-01	0.000931	1.328000	2.440E-01	
1.030	1.436440	2.300E+00	0.000E+00	2.390E-01	0.000890	1.328000	2.390E-01	
1.031	1.436380	2.300E+00	0.000E+00	2.360E-01	0.000864	1.328000	2.360E-01	
1.032	1.436340	2.300E+00	0.000E+00	2.330E-01	0.000838	1.328000	2.330E-01	
1.033	1.436330	2.300E+00	0.000E+00	2.300E-01	0.000812	1.328000	2.300E-01	
1.034	1.436330	2.300E+00	0.000E+00	2.250E-01	0.000786	1.328000	2.250E-01	
1.035	1.436350	2.300E+00	0.000E+00	2.200E-01	0.000760	1.328000	2.200E-01	
1.036	1.436340	2.300E+00	0.000E+00	2.150E-01	0.000734	1.328000	2.150E-01	
1.037	1.436250	2.300E+00	0.000E+00	2.110E-01	0.000708	1.328000	2.110E-01	
1.038	1.436150	2.300E+00	0.000E+00	2.060E-01	0.000682	1.328000	2.060E-01	
1.039	1.436060	2.300E+00	0.000E+00	2.020E-01	0.000656	1.328000	2.020E-01	
1.040	1.435940	2.300E+00	0.000E+00	1.980E-01	0.000630	1.328000	1.980E-01	
1.041	1.435760	2.300E+00	0.000E+00	1.940E-01	0.000609	1.328000	1.940E-01	
1.042	1.435570	2.300E+00	0.000E+00	1.900E-01	0.000588	1.328000	1.900E-01	
1.043	1.435400	2.300E+00	0.000E+00	1.870E-01	0.000567	1.328000	1.870E-01	
1.044	1.435260	2.300E+00	0.000E+00	1.840E-01	0.000546	1.328000	1.840E-01	
1.045	1.435170	2.300E+00	0.000E+00	1.820E-01	0.000525	1.328000	1.820E-01	
1.046	1.435100	2.300E+00	0.000E+00	1.790E-01	0.000504	1.328000	1.790E-01	
1.047	1.435030	2.300E+00	0.000E+00	1.750E-01	0.000483	1.328000	1.750E-01	
1.048	1.434940	2.300E+00	0.000E+00	1.710E-01	0.000462	1.328000	1.710E-01	
1.049	1.434880	2.300E+00	0.000E+00	1.690E-01	0.000441	1.328000	1.690E-01	
1.050	1.434790	2.300E+00	0.000E+00	1.660E-01	0.000420	1.328000	1.660E-01	
1.051	1.434680	2.300E+00	0.000E+00	1.640E-01	0.000407	1.328007	1.640E-01	
1.052	1.434540	2.300E+00	0.000E+00	1.610E-01	0.000394	1.328014	1.610E-01	
1.053	1.434370	2.300E+00	0.000E+00	1.590E-01	0.000381	1.328021	1.590E-01	
1.054	1.434220	2.300E+00	0.000E+00	1.560E-01	0.000368	1.328028	1.560E-01	
1.055	1.434210	2.300E+00	0.000E+00	1.540E-01	0.000355	1.328035	1.540E-01	
1.056	1.434210	2.300E+00	0.000E+00	1.530E-01	0.000342	1.328042	1.530E-01	
1.057	1.434110	2.300E+00	0.000E+00	1.520E-01	0.000329	1.328049	1.520E-01	
1.058	1.433990	2.300E+00	0.000E+00	1.510E-01	0.000316	1.328056	1.510E-01	
1.059	1.433890	2.300E+00	0.000E+00	1.500E-01	0.000303	1.328063	1.500E-01	
