4  !number of header lines including this one
The data for W, Nr, Kab, Kw, Kdm and H2O_abko were taken from "dataSpec_P4.m"
The data for Ks and H2O_refr have been interpolated from "OPTCOEFF.DAT"
W           Nr          Kdm         Kab         Kw          Ks          H2O_refr    H2O_abko    
0.514       1.45726     2.310E+00        3.120E-02        3.680E-04        0.401802    1.33304     3.680E-04        
0.515       1.45496     2.310E+00        2.970E-02        3.770E-04        0.400865    1.33303     3.770E-04        
0.516       1.45287     2.300E+00        2.830E-02        3.860E-04        0.399928    1.33302     3.860E-04        
0.517       1.45098     2.300E+00        2.700E-02        3.960E-04        0.398991    1.33301     3.960E-04        
0.518       1.4493      2.300E+00        2.580E-02        4.040E-04        0.398054    1.333       4.040E-04        
0.519       1.44779     2.300E+00        2.470E-02        4.070E-04        0.397117    1.33299     4.070E-04        
0.52        1.44646     2.300E+00        2.360E-02        4.090E-04        0.39618     1.33298     4.090E-04        
0.521       1.44528     2.300E+00        2.260E-02        4.140E-04        0.395039    1.332977    4.140E-04        
0.522       1.44425     2.300E+00        2.170E-02        4.160E-04        0.393898    1.332974    4.160E-04        
0.523       1.44336     2.300E+00        2.090E-02        4.110E-04        0.392757    1.332971    4.110E-04        
0.524       1.4426      2.300E+00        2.010E-02        4.090E-04        0.391616    1.332968    4.090E-04        
0.525       1.44194     2.300E+00        1.940E-02        4.180E-04        0.390475    1.332965    4.180E-04        
0.526       1.44138     2.300E+00        1.880E-02        4.270E-04        0.389334    1.332962    4.270E-04        
0.527       1.44088     2.300E+00        1.820E-02        4.270E-04        0.388193    1.332959    4.270E-04        
0.528       1.44042     2.300E+00        1.770E-02        4.230E-04        0.387052    1.332956    4.230E-04        
0.529       1.43999     2.300E+00        1.730E-02        4.240E-04        0.385911    1.332953    4.240E-04        
0.53        1.43959     2.300E+00        1.690E-02        4.290E-04        0.38477     1.33295     4.290E-04        
0.531       1.43919     2.300E+00        1.650E-02        4.370E-04        0.382944    1.332951    4.370E-04        
0.532       1.43879     2.300E+00        1.620E-02        4.450E-04        0.381118    1.332952    4.450E-04        
0.533       1.43841     2.300E+00        1.590E-02        4.510E-04        0.379292    1.332953    4.510E-04        
0.534       1.43802     2.300E+00        1.570E-02        4.560E-04        0.377466    1.332954    4.560E-04        
0.535       1.43762     2.300E+00        1.550E-02        4.630E-04        0.37564     1.332955    4.630E-04        
0.536       1.4372      2.300E+00        1.530E-02        4.700E-04        0.373814    1.332956    4.700E-04        
0.537       1.43678     2.300E+00        1.510E-02        4.750E-04        0.371988    1.332957    4.750E-04        
0.538       1.43635     2.300E+00        1.500E-02        4.800E-04        0.370162    1.332958    4.800E-04        
0.539       1.43591     2.300E+00        1.490E-02        4.880E-04        0.368336    1.332959    4.880E-04        
0.54        1.43546     2.300E+00        1.480E-02        4.950E-04        0.36651     1.33296     4.950E-04        
0.541       1.43501     2.300E+00        1.470E-02        4.980E-04        0.365024    1.332963    4.980E-04        
0.542       1.43457     2.300E+00        1.460E-02        5.030E-04        0.363538    1.332966    5.030E-04        
0.543       1.43414     2.300E+00        1.450E-02        5.140E-04        0.362052    1.332969    5.140E-04        
0.544       1.43372     2.300E+00        1.440E-02        5.270E-04        0.360566    1.332972    5.270E-04        
0.545       1.43329     2.300E+00        1.430E-02        5.360E-04        0.35908     1.332975    5.360E-04        
0.546       1.43285     2.300E+00        1.420E-02        5.440E-04        0.357594    1.332978    5.440E-04        
0.547       1.43243     2.300E+00        1.410E-02        5.530E-04        0.356108    1.332981    5.530E-04        
0.548       1.432       2.300E+00        1.410E-02        5.640E-04        0.354622    1.332984    5.640E-04        
0.549       1.43157     2.300E+00        1.400E-02        5.760E-04        0.353136    1.332987    5.760E-04        
0.55        1.43113     2.300E+00        1.390E-02        5.880E-04        0.35165     1.33299     5.880E-04        
0.551       1.43069     2.300E+00        1.390E-02        6.000E-04        0.350386    1.332991    6.000E-04        
0.552       1.43022     2.300E+00        1.380E-02        6.110E-04        0.349122    1.332992    6.110E-04        
0.553       1.42973     2.300E+00        1.380E-02        6.220E-04        0.347858    1.332993    6.220E-04        
0.554       1.42922     2.300E+00        1.380E-02        6.310E-04        0.346594    1.332994    6.310E-04        
0.555       1.42867     2.300E+00        1.380E-02        6.390E-04        0.34533     1.332995    6.390E-04        
0.556       1.42809     2.300E+00        1.380E-02        6.460E-04        0.344066    1.332996    6.460E-04        
0.557       1.42747     2.300E+00        1.390E-02        6.520E-04        0.342802    1.332997    6.520E-04        
0.558       1.42684     2.300E+00        1.400E-02        6.580E-04        0.341538    1.332998    6.580E-04        
0.559       1.42619     2.300E+00        1.410E-02        6.650E-04        0.340274    1.332999    6.650E-04        
0.56        1.42552     2.300E+00        1.420E-02        6.720E-04        0.33901     1.333       6.720E-04        
0.561       1.42483     2.300E+00        1.440E-02        6.790E-04        0.337295    1.332998    6.790E-04        
0.562       1.42412     2.300E+00        1.450E-02        6.860E-04        0.33558     1.332996    6.860E-04        
0.563       1.42342     2.300E+00        1.470E-02        6.920E-04        0.333865    1.332994    6.920E-04        
0.564       1.42271     2.300E+00        1.490E-02        6.990E-04        0.33215     1.332992    6.990E-04        
0.565       1.42201     2.300E+00        1.510E-02        7.080E-04        0.330435    1.33299     7.080E-04        
0.566       1.42131     2.300E+00        1.540E-02        7.180E-04        0.32872     1.332988    7.180E-04        
0.567       1.42061     2.300E+00        1.560E-02        7.260E-04        0.327005    1.332986    7.260E-04        
0.568       1.41992     2.300E+00        1.590E-02        7.340E-04        0.32529     1.332984    7.340E-04        
0.569       1.41923     2.300E+00        1.620E-02        7.450E-04        0.323575    1.332982    7.450E-04        
0.57        1.41855     2.300E+00        1.650E-02        7.590E-04        0.32186     1.33298     7.590E-04        
0.571       1.41791     2.300E+00        1.680E-02        7.730E-04        0.319872    1.332975    7.730E-04        
0.572       1.41728     2.300E+00        1.720E-02        7.870E-04        0.317884    1.33297     7.870E-04        
0.573       1.41668     2.300E+00        1.750E-02        8.020E-04        0.315896    1.332965    8.020E-04        
0.574       1.41611     2.300E+00        1.780E-02        8.190E-04        0.313908    1.33296     8.190E-04        
0.575       1.41558     2.300E+00        1.810E-02        8.390E-04        0.31192     1.332955    8.390E-04        
0.576       1.41507     2.300E+00        1.850E-02        8.580E-04        0.309932    1.33295     8.580E-04        
0.577       1.41459     2.300E+00        1.880E-02        8.750E-04        0.307944    1.332945    8.750E-04        
0.578       1.41413     2.300E+00        1.910E-02        8.960E-04        0.305956    1.33294     8.960E-04        
0.579       1.4137      2.300E+00        1.930E-02        9.240E-04        0.303968    1.332935    9.240E-04        
0.58        1.4133      2.300E+00        1.960E-02        9.520E-04        0.30198     1.33293     9.520E-04        
0.581       1.41294     2.300E+00        1.990E-02        9.750E-04        0.300014    1.332923    9.750E-04        
0.582       1.4126      2.300E+00        2.010E-02        1.000E-03        0.298048    1.332916    1.000E-03        
0.583       1.41229     2.300E+00        2.040E-02        1.040E-03        0.296082    1.332909    1.040E-03        
0.584       1.412       2.300E+00        2.060E-02        1.080E-03        0.294116    1.332902    1.080E-03        
0.585       1.41172     2.300E+00        2.080E-02        1.120E-03        0.29215     1.332895    1.120E-03        
0.586       1.41146     2.300E+00        2.100E-02        1.160E-03        0.290184    1.332888    1.160E-03        
0.587       1.41121     2.300E+00        2.120E-02        1.200E-03        0.288218    1.332881    1.200E-03        
0.588       1.41097     2.300E+00        2.140E-02        1.250E-03        0.286252    1.332874    1.250E-03        
0.589       1.41073     2.300E+00        2.160E-02        1.300E-03        0.284286    1.332867    1.300E-03        
0.59        1.41049     2.300E+00        2.170E-02        1.360E-03        0.28232     1.33286     1.360E-03        
0.591       1.41028     2.300E+00        2.190E-02        1.410E-03        0.280465    1.332852    1.410E-03        
0.592       1.41008     2.300E+00        2.200E-02        1.460E-03        0.27861     1.332844    1.460E-03        
0.593       1.40989     2.300E+00        2.210E-02        1.510E-03        0.276755    1.332836    1.510E-03        
0.594       1.40969     2.300E+00        2.220E-02        1.570E-03        0.2749      1.332828    1.570E-03        
0.595       1.40949     2.300E+00        2.230E-02        1.640E-03        0.273045    1.33282     1.640E-03        
0.596       1.40929     2.300E+00        2.240E-02        1.700E-03        0.27119     1.332812    1.700E-03        
0.597       1.40912     2.300E+00        2.250E-02        1.760E-03        0.269335    1.332804    1.760E-03        
0.598       1.40894     2.300E+00        2.260E-02        1.860E-03        0.26748     1.332796    1.860E-03        
0.599       1.40876     2.300E+00        2.270E-02        2.040E-03        0.265625    1.332788    2.040E-03        
0.6         1.40858     2.300E+00        2.280E-02        2.220E-03        0.26377     1.33278     2.220E-03        
0.601       1.4084      2.300E+00        2.290E-02        2.320E-03        0.26204     1.33277     2.320E-03        
0.602       1.40824     2.300E+00        2.300E-02        2.370E-03        0.26031     1.33276     2.370E-03        
0.603       1.40808     2.300E+00        2.320E-02        2.400E-03        0.25858     1.33275     2.400E-03        
0.604       1.40793     2.300E+00        2.340E-02        2.450E-03        0.25685     1.33274     2.450E-03        
0.605       1.4078      2.300E+00        2.360E-02        2.520E-03        0.25512     1.33273     2.520E-03        
0.606       1.4077      2.300E+00        2.380E-02        2.590E-03        0.25339     1.33272     2.590E-03        
0.607       1.40762     2.300E+00        2.400E-02        2.630E-03        0.25166     1.33271     2.630E-03        
0.608       1.40757     2.300E+00        2.430E-02        2.650E-03        0.24993     1.3327      2.650E-03        
0.609       1.40754     2.300E+00        2.460E-02        2.670E-03        0.2482      1.33269     2.670E-03        
0.61        1.40752     2.300E+00        2.490E-02        2.690E-03        0.24647     1.33268     2.690E-03        
0.611       1.40752     2.300E+00        2.520E-02        2.700E-03        0.244868    1.332669    2.700E-03        
0.612       1.40754     2.300E+00        2.550E-02        2.720E-03        0.243266    1.332658    2.720E-03        
0.613       1.40759     2.300E+00        2.590E-02        2.730E-03        0.241664    1.332647    2.730E-03        
0.614       1.40768     2.300E+00        2.620E-02        2.740E-03        0.240062    1.332636    2.740E-03        
0.615       1.40776     2.300E+00        2.650E-02        2.750E-03        0.23846     1.332625    2.750E-03        
0.616       1.40786     2.300E+00        2.690E-02        2.760E-03        0.236858    1.332614    2.760E-03        
0.617       1.40797     2.300E+00        2.720E-02        2.770E-03        0.235256    1.332603    2.770E-03        
0.618       1.40807     2.300E+00        2.750E-02        2.790E-03        0.233654    1.332592    2.790E-03        
0.619       1.40816     2.300E+00        2.780E-02        2.800E-03        0.232052    1.332581    2.800E-03        
0.62        1.40823     2.300E+00        2.800E-02        2.810E-03        0.23045     1.33257     2.810E-03        
0.621       1.40828     2.300E+00        2.830E-02        2.820E-03        0.228983    1.332559    2.820E-03        
0.622       1.40831     2.300E+00        2.850E-02        2.840E-03        0.227516    1.332548    2.840E-03        
0.623       1.40831     2.300E+00        2.860E-02        2.850E-03        0.226049    1.332537    2.850E-03        
0.624       1.4083      2.300E+00        2.880E-02        2.870E-03        0.224582    1.332526    2.870E-03        
0.625       1.40825     2.300E+00        2.890E-02        2.880E-03        0.223115    1.332515    2.880E-03        
0.626       1.40818     2.300E+00        2.900E-02        2.890E-03        0.221648    1.332504    2.890E-03        
0.627       1.40807     2.300E+00        2.910E-02        2.910E-03        0.220181    1.332493    2.910E-03        
0.628       1.40795     2.300E+00        2.910E-02        2.920E-03        0.218714    1.332482    2.920E-03        
0.629       1.40782     2.300E+00        2.920E-02        2.940E-03        0.217247    1.332471    2.940E-03        
0.63        1.40772     2.300E+00        2.920E-02        2.960E-03        0.21578     1.33246     2.960E-03        
0.631       1.40765     2.300E+00        2.930E-02        2.970E-03        0.21441     1.332449    2.970E-03        
0.632       1.40762     2.300E+00        2.940E-02        2.990E-03        0.21304     1.332438    2.990E-03        
0.633       1.40767     2.300E+00        2.950E-02        3.000E-03        0.21167     1.332427    3.000E-03        
0.634       1.40779     2.300E+00        2.970E-02        3.010E-03        0.2103      1.332416    3.010E-03        
0.635       1.40799     2.300E+00        2.990E-02        3.020E-03        0.20893     1.332405    3.020E-03        
0.636       1.40831     2.300E+00        3.020E-02        3.040E-03        0.20756     1.332394    3.040E-03        
0.637       1.40875     2.300E+00        3.060E-02        3.060E-03        0.20619     1.332383    3.060E-03        
0.638       1.40932     2.300E+00        3.100E-02        3.080E-03        0.20482     1.332372    3.080E-03        
0.639       1.41001     2.300E+00        3.150E-02        3.090E-03        0.20345     1.332361    3.090E-03        
0.64        1.41083     2.300E+00        3.210E-02        3.110E-03        0.20208     1.33235     3.110E-03        
0.641       1.41178     2.300E+00        3.270E-02        3.130E-03        0.200782    1.33234     3.130E-03        
0.642       1.41286     2.300E+00        3.340E-02        3.140E-03        0.199484    1.33233     3.140E-03        
0.643       1.41404     2.300E+00        3.410E-02        3.160E-03        0.198186    1.33232     3.160E-03        
0.644       1.4153      2.300E+00        3.480E-02        3.180E-03        0.196888    1.33231     3.180E-03        
0.645       1.41662     2.300E+00        3.550E-02        3.200E-03        0.19559     1.3323      3.200E-03        
0.646       1.41796     2.300E+00        3.630E-02        3.220E-03        0.194292    1.33229     3.220E-03        
0.647       1.41929     2.300E+00        3.700E-02        3.240E-03        0.192994    1.33228     3.240E-03        
0.648       1.42058     2.300E+00        3.770E-02        3.260E-03        0.191696    1.33227     3.260E-03        
0.649       1.4218      2.300E+00        3.830E-02        3.290E-03        0.190398    1.33226     3.290E-03        
0.65        1.42295     2.300E+00        3.890E-02        3.320E-03        0.1891      1.33225     3.320E-03        
0.651       1.42403     2.300E+00        3.940E-02        3.340E-03        0.187857    1.33224     3.340E-03        
0.652       1.42507     2.300E+00        3.990E-02        3.360E-03        0.186614    1.33223     3.360E-03        
0.653       1.42611     2.300E+00        4.040E-02        3.390E-03        0.185371    1.33222     3.390E-03        
0.654       1.42721     2.300E+00        4.100E-02        3.420E-03        0.184128    1.33221     3.420E-03        
0.655       1.42845     2.300E+00        4.150E-02        3.460E-03        0.182885    1.3322      3.460E-03        
0.656       1.42987     2.300E+00        4.220E-02        3.510E-03        0.181642    1.33219     3.510E-03        
0.657       1.43153     2.300E+00        4.290E-02        3.570E-03        0.180399    1.33218     3.570E-03        
0.658       1.43348     2.300E+00        4.380E-02        3.640E-03        0.179156    1.33217     3.640E-03        
0.659       1.43573     2.300E+00        4.480E-02        3.710E-03        0.177913    1.33216     3.710E-03        
0.66        1.43828     2.300E+00        4.590E-02        3.790E-03        0.17667     1.33215     3.790E-03        
0.661       1.44112     2.300E+00        4.710E-02        3.870E-03        0.175393    1.332143    3.870E-03        
0.662       1.4442      2.300E+00        4.840E-02        3.930E-03        0.174116    1.332136    3.930E-03        
0.663       1.44748     2.300E+00        4.970E-02        3.980E-03        0.172839    1.332129    3.980E-03        
0.664       1.45092     2.300E+00        5.110E-02        4.020E-03        0.171562    1.332122    4.020E-03        
0.665       1.45443     2.300E+00        5.240E-02        4.050E-03        0.170285    1.332115    4.050E-03        
0.666       1.45796     2.300E+00        5.370E-02        4.070E-03        0.169008    1.332108    4.070E-03        
0.667       1.46146     2.300E+00        5.490E-02        4.090E-03        0.167731    1.332101    4.090E-03        
0.668       1.46488     2.300E+00        5.600E-02        4.100E-03        0.166454    1.332094    4.100E-03        
0.669       1.46819     2.300E+00        5.690E-02        4.110E-03        0.165177    1.332087    4.110E-03        
0.67        1.47137     2.300E+00        5.770E-02        4.120E-03        0.1639      1.33208     4.120E-03        
0.671       1.47442     2.300E+00        5.830E-02        4.140E-03        0.162557    1.332075    4.140E-03        
0.672       1.47736     2.300E+00        5.870E-02        4.150E-03        0.161214    1.33207     4.150E-03        
0.673       1.48019     2.300E+00        5.900E-02        4.160E-03        0.159871    1.332065    4.160E-03        
0.674       1.48297     2.300E+00        5.910E-02        4.170E-03        0.158528    1.33206     4.170E-03        
0.675       1.48572     2.300E+00        5.910E-02        4.200E-03        0.157185    1.332055    4.200E-03        
0.676       1.48839     2.300E+00        5.900E-02        4.220E-03        0.155842    1.33205     4.220E-03        
0.677       1.49092     2.300E+00        5.870E-02        4.250E-03        0.154499    1.332045    4.250E-03        
0.678       1.49321     2.300E+00        5.820E-02        4.270E-03        0.153156    1.33204     4.270E-03        
0.679       1.49508     2.300E+00        5.750E-02        4.290E-03        0.151813    1.332035    4.290E-03        
0.68        1.49632     2.300E+00        5.650E-02        4.320E-03        0.15047     1.33203     4.320E-03        
0.681       1.49667     2.300E+00        5.520E-02        4.350E-03        0.149142    1.332027    4.350E-03        
0.682       1.49584     2.300E+00        5.360E-02        4.380E-03        0.147814    1.332024    4.380E-03        
0.683       1.49362     2.300E+00        5.170E-02        4.420E-03        0.146486    1.332021    4.420E-03        
0.684       1.48995     2.300E+00        4.940E-02        4.460E-03        0.145158    1.332018    4.460E-03        
0.685       1.48471     2.300E+00        4.690E-02        4.500E-03        0.14383     1.332015    4.500E-03        
0.686       1.47802     2.300E+00        4.420E-02        4.550E-03        0.142502    1.332012    4.550E-03        
0.687       1.47025     2.300E+00        4.130E-02        4.590E-03        0.141174    1.332009    4.590E-03        
0.688       1.46179     2.300E+00        3.830E-02        4.650E-03        0.139846    1.332006    4.650E-03        
0.689       1.45302     2.300E+00        3.540E-02        4.700E-03        0.138518    1.332003    4.700E-03        
0.69        1.44447     2.300E+00        3.250E-02        4.760E-03        0.13719     1.332       4.760E-03        
0.691       1.43662     2.300E+00        2.980E-02        4.830E-03        0.135945    1.332       4.830E-03        
0.692       1.42966     2.300E+00        2.720E-02        4.900E-03        0.1347      1.332       4.900E-03        
0.693       1.42375     2.300E+00        2.470E-02        4.990E-03        0.133455    1.332       4.990E-03        
0.694       1.41902     2.300E+00        2.250E-02        5.070E-03        0.13221     1.332       5.070E-03        
0.695       1.41545     2.300E+00        2.040E-02        5.150E-03        0.130965    1.332       5.150E-03        
0.696       1.41289     2.300E+00        1.850E-02        5.240E-03        0.12972     1.332       5.240E-03        
0.697       1.41125     2.300E+00        1.680E-02        5.350E-03        0.128475    1.332       5.350E-03        
0.698       1.41042     2.300E+00        1.520E-02        5.470E-03        0.12723     1.332       5.470E-03        
0.699       1.41023     2.300E+00        1.380E-02        5.590E-03        0.125985    1.332       5.590E-03        
0.7         1.41058     2.300E+00        1.260E-02        5.720E-03        0.12474     1.332       5.720E-03        
0.701       1.41134     2.300E+00        1.150E-02        5.850E-03        0.123601    1.332       5.850E-03        
0.702       1.41241     2.300E+00        1.050E-02        6.000E-03        0.122462    1.332       6.000E-03        
0.703       1.41373     2.300E+00        9.590E-03        6.150E-03        0.121323    1.332       6.150E-03        
0.704       1.41523     2.300E+00        8.800E-03        6.300E-03        0.120184    1.332       6.300E-03        
0.705       1.41686     2.300E+00        8.100E-03        6.460E-03        0.119045    1.332       6.460E-03        
0.706       1.41859     2.300E+00        7.470E-03        6.630E-03        0.117906    1.332       6.630E-03        
0.707       1.4204      2.300E+00        6.890E-03        6.800E-03        0.116767    1.332       6.800E-03        
0.708       1.42227     2.300E+00        6.370E-03        6.990E-03        0.115628    1.332       6.990E-03        
0.709       1.42417     2.300E+00        5.900E-03        7.200E-03        0.114489    1.332       7.200E-03        
0.71        1.42611     2.300E+00        5.460E-03        7.420E-03        0.11335     1.332       7.420E-03        
0.711       1.42809     2.300E+00        5.060E-03        7.650E-03        0.112264    1.332       7.650E-03        
0.712       1.43008     2.300E+00        4.690E-03        7.890E-03        0.111178    1.332       7.890E-03        
0.713       1.4321      2.300E+00        4.350E-03        8.160E-03        0.110092    1.332       8.160E-03        
0.714       1.43413     2.300E+00        4.030E-03        8.450E-03        0.109006    1.332       8.450E-03        
0.715       1.43616     2.300E+00        3.730E-03        8.760E-03        0.10792     1.332       8.760E-03        
0.716       1.43819     2.300E+00        3.460E-03        9.110E-03        0.106834    1.332       9.110E-03        
0.717       1.44021     2.300E+00        3.200E-03        9.480E-03        0.105748    1.332       9.480E-03        
0.718       1.44223     2.300E+00        2.960E-03        9.870E-03        0.104662    1.332       9.870E-03        
0.719       1.44422     2.300E+00        2.740E-03        1.030E-02        0.103576    1.332       1.030E-02        
0.72        1.44618     2.300E+00        2.530E-03        1.070E-02        0.10249     1.332       1.070E-02        
0.721       1.44811     2.300E+00        2.330E-03        1.120E-02        0.101465    1.332       1.120E-02        
0.722       1.45        2.300E+00        2.150E-03        1.170E-02        0.10044     1.332       1.170E-02        
0.723       1.45185     2.300E+00        1.990E-03        1.220E-02        0.099415    1.332       1.220E-02        
0.724       1.45364     2.300E+00        1.830E-03        1.270E-02        0.09839     1.332       1.270E-02        
0.725       1.45539     2.300E+00        1.680E-03        1.320E-02        0.097365    1.332       1.320E-02        
0.726       1.45709     2.300E+00        1.550E-03        1.370E-02        0.09634     1.332       1.370E-02        
0.727       1.45872     2.300E+00        1.420E-03        1.430E-02        0.095315    1.332       1.430E-02        
0.728       1.4603      2.300E+00        1.310E-03        1.490E-02        0.09429     1.332       1.490E-02        
0.729       1.46181     2.300E+00        1.200E-03        1.550E-02        0.093265    1.332       1.550E-02        
0.73        1.46326     2.300E+00        1.100E-03        1.620E-02        0.09224     1.332       1.620E-02        
0.731       1.46463     2.300E+00        1.010E-03        1.700E-02        0.091277    1.332       1.700E-02        
0.732       1.46593     2.300E+00        9.270E-04        1.790E-02        0.090314    1.332       1.790E-02        
0.733       1.46715     2.300E+00        8.490E-04        1.890E-02        0.089351    1.332       1.890E-02        
0.734       1.46831     2.300E+00        7.770E-04        1.990E-02        0.088388    1.332       1.990E-02        
0.735       1.46939     2.300E+00        7.110E-04        2.100E-02        0.087425    1.332       2.100E-02        
0.736       1.47039     2.300E+00        6.510E-04        2.210E-02        0.086462    1.332       2.210E-02        
0.737       1.47131     2.300E+00        5.950E-04        2.310E-02        0.085499    1.332       2.310E-02        
0.738       1.47216     2.300E+00        5.440E-04        2.390E-02        0.084536    1.332       2.390E-02        
0.739       1.47292     2.300E+00        4.970E-04        2.470E-02        0.083573    1.332       2.470E-02        
0.74        1.47362     2.300E+00        4.540E-04        2.530E-02        0.08261     1.332       2.530E-02        
0.741       1.47423     2.300E+00        4.150E-04        2.580E-02        0.081759    1.332       2.580E-02        
0.742       1.47477     2.300E+00        3.790E-04        2.620E-02        0.080908    1.332       2.620E-02        
0.743       1.47523     2.300E+00        3.470E-04        2.650E-02        0.080057    1.332       2.650E-02        
0.744       1.47562     2.300E+00        3.180E-04        2.670E-02        0.079206    1.332       2.670E-02        
0.745       1.47594     2.300E+00        2.910E-04        2.690E-02        0.078355    1.332       2.690E-02        
0.746       1.47619     2.300E+00        2.670E-04        2.700E-02        0.077504    1.332       2.700E-02        
0.747       1.47638     2.300E+00        2.450E-04        2.710E-02        0.076653    1.332       2.710E-02        
0.748       1.47651     2.300E+00        2.260E-04        2.720E-02        0.075802    1.332       2.720E-02        
0.749       1.47659     2.300E+00        2.080E-04        2.730E-02        0.074951    1.332       2.730E-02        
0.75        1.47663     2.300E+00        1.920E-04        2.730E-02        0.0741      1.332       2.730E-02        
0.751       1.47663     2.300E+00        1.790E-04        2.740E-02        0.073354    1.331977    2.740E-02        
0.752       1.47659     2.300E+00        1.670E-04        2.740E-02        0.072608    1.331954    2.740E-02        
0.753       1.47652     2.300E+00        1.560E-04        2.740E-02        0.071862    1.331931    2.740E-02        
